,Ontology Term,Preferred Name,odds ratio,exact p-value,adj p-value,Reference Genes,User/Study Genes
791,GO:0016049,Cell Growth,3.1635593537287754,0.07983314073074999,0.21590888266309008,32,3
792,GO:0016560,"Protein Import Into Peroxisome Matrix, Docking",3.1635593537287754,0.07983314073074999,0.21590888266309008,32,3
793,GO:0010288,Response To Lead Ion,3.1635593537287754,0.07983314073074999,0.21590888266309008,32,3
794,GO:0009067,Aspartate Family Amino Acid Biosynthetic Process,4.704172487853702,0.08020914098932552,0.21590888266309008,15,2
795,GO:0006002,Fructose 6-phosphate Metabolic Process,2.2490504612045576,0.0819639768211017,0.21980314586109978,73,5
796,GO:0000470,Maturation Of LSU-rRNA,2.2490504612045576,0.0819639768211017,0.21980314586109978,73,5
797,GO:0030042,Actin Filament Depolymerization,2.2490504612045576,0.0819639768211017,0.21980314586109978,73,5
798,GO:0010311,Lateral Root Formation,1.2260090135547943,0.08248803396709373,0.22076765991080308,2004,77
799,GO:1902074,Response To Salt,1.4411780747204799,0.08252996632179554,0.22076765991080308,534,24
800,GO:0010039,Response To Iron Ion,1.7895118126748548,0.08389986733188017,0.22415195516881842,181,10
801,GO:0001558,Regulation Of Cell Growth,1.2785619273383915,0.08480660499797321,0.22629193852327018,1349,54
802,GO:0006896,Golgi To Vacuole Transport,1.4177044061341582,0.08603862906758697,0.22787458688692588,633,28
803,GO:0006885,Regulation Of PH,2.1416503800217157,0.085934543562542,0.22787458688692588,107,7
804,GO:0070574,Cadmium Ion Transmembrane Transport,3.058080260303688,0.08583642320198832,0.22787458688692588,33,3
805,GO:0015690,Aluminum Cation Transport,3.058080260303688,0.08583642320198832,0.22787458688692588,33,3
806,GO:0090696,Post-embryonic Plant Organ Development,1.384403925504628,0.08574424925688326,0.22787458688692588,717,31
807,GO:0007031,Peroxisome Organization,2.2164358677958904,0.08573058717234404,0.22787458688692588,74,5
808,GO:0051289,Protein Homotetramerization,1.7687924084464357,0.08660687631275912,0.22909606342312056,183,10
809,GO:0006469,Negative Regulation Of Protein Kinase Activity,1.8542196332041567,0.0889600780497715,0.23316163173444152,140,8
810,GO:1904215,Regulation Of Protein Import Into Chloroplast Stroma,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
811,GO:0045488,Pectin Metabolic Process,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
812,GO:0031999,Negative Regulation Of Fatty Acid Beta-oxidation,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
813,GO:0042820,Vitamin B6 Catabolic Process,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
814,GO:0019365,Pyridine Nucleotide Salvage,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
815,GO:0033274,Response To Vitamin B2,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
816,GO:0048263,Determination Of Dorsal Identity,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
817,GO:0046369,Galactose Biosynthetic Process,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
818,GO:0042821,Pyridoxal Biosynthetic Process,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
819,GO:0019547,Arginine Catabolic Process To Ornithine,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
820,GO:0009445,Putrescine Metabolic Process,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
821,GO:0010323,"Negative Regulation Of Isopentenyl Diphosphate Biosynthetic Process, Methylerythritol 4-phosphate Pathway",15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
822,GO:0006437,Tyrosyl-tRNA Aminoacylation,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
823,GO:0006849,Plasma Membrane Pyruvate Transport,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
824,GO:0031048,Heterochromatin Assembly By Small RNA,2.0996199782844736,0.08848138346544593,0.23316163173444152,109,7
825,GO:0042981,Regulation Of Apoptotic Process,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
826,GO:0019310,Inositol Catabolic Process,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
827,GO:0006591,Ornithine Metabolic Process,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
828,GO:0034775,Glutathione Transmembrane Transport,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
829,GO:0006545,Glycine Biosynthetic Process,4.368121442125237,0.08980180258627715,0.23316163173444152,16,2
830,GO:0031000,Response To Caffeine,4.368121442125237,0.08980180258627715,0.23316163173444152,16,2
831,GO:1900039,Positive Regulation Of Cellular Response To Hypoxia,4.368121442125237,0.08980180258627715,0.23316163173444152,16,2
832,GO:0031117,Positive Regulation Of Microtubule Depolymerization,4.368121442125237,0.08980180258627715,0.23316163173444152,16,2
833,GO:0032355,Response To Estradiol,4.368121442125237,0.08980180258627715,0.23316163173444152,16,2
834,GO:0051603,Proteolysis Involved In Cellular Protein Catabolic Process,0.527371617002453,0.09084495894284675,0.23316163173444152,412,7
835,GO:0046854,Phosphatidylinositol Phosphate Biosynthetic Process,2.0592061304602023,0.09137965996761781,0.23316163173444152,111,7
836,GO:0090156,Cellular Sphingolipid Homeostasis,4.368121442125237,0.08980180258627715,0.23316163173444152,16,2
837,GO:0009868,"Jasmonic Acid And Ethylene-dependent Systemic Resistance, Jasmonic Acid Mediated Signaling Pathway",2.959406269680218,0.09202465740044061,0.23316163173444152,34,3
838,GO:0051604,Protein Maturation,2.959406269680218,0.09202465740044061,0.23316163173444152,34,3
839,GO:0065002,Intracellular Protein Transmembrane Transport,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
840,GO:0019685,"Photosynthesis, Dark Reaction",15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
841,GO:2000640,Positive Regulation Of SREBP Signaling Pathway,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
842,GO:0015680,Protein Maturation By Copper Ion Transfer,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
843,GO:0055062,Phosphate Ion Homeostasis,2.0592061304602023,0.09137965996761781,0.23316163173444152,111,7
844,GO:1990388,Xylem-to-phloem Iron Transport,15.285907859078591,0.09206615832504816,0.23316163173444152,3,1
845,GO:0009682,Induced Systemic Resistance,1.4424867647977178,0.09257211199345824,0.23416586248936244,489,22
846,GO:0009932,Cell Tip Growth,2.1539628438018235,0.09353043649589449,0.23631066599907224,76,5
847,GO:0006012,Galactose Metabolic Process,2.020317333497224,0.09462254085462646,0.2387880158359677,113,7
848,GO:0043266,Regulation Of Potassium Ion Transport,2.3986981285598046,0.09644465294245112,0.24281359681981812,55,4
849,GO:0052576,Carbohydrate Storage,2.3986981285598046,0.09644465294245112,0.24281359681981812,55,4
850,GO:0080187,Floral Organ Senescence,0.3799617015148378,0.09674166981323182,0.24327517438345017,244,3
851,GO:0006656,Phosphatidylcholine Biosynthetic Process,2.866899403470716,0.09839145836918894,0.24655470832560228,35,3
852,GO:0007178,Transmembrane Receptor Protein Serine/threonine Kinase Signaling Pathway,2.866899403470716,0.09839145836918894,0.24655470832560228,35,3
853,GO:0006722,Triterpenoid Metabolic Process,1.9828688623476898,0.0982031383566972,0.24655470832560228,115,7
854,GO:0015986,ATP Synthesis Coupled Proton Transport,0.3147222307612769,0.09941447146820155,0.2488268642595922,196,2
855,GO:0072488,Ammonium Transmembrane Transport,4.0768772024939,0.09970993465890553,0.24927483664726383,17,2
856,GO:0007186,G Protein-coupled Receptor Signaling Pathway,1.6578711256117455,0.1007864478521114,0.25167211015579743,253,13
857,GO:0009933,Meristem Structural Organization,1.3115262962221523,0.10135395508946324,0.2527942469597335,999,41
858,GO:1902882,Regulation Of Response To Oxidative Stress,2.0949129992046918,0.10167946005860767,0.2530163308435121,78,5
859,GO:0018108,Peptidyl-tyrosine Phosphorylation,2.0949129992046918,0.10167946005860767,0.2530163308435121,78,5
860,GO:0009807,Lignan Biosynthetic Process,1.8358826724606192,0.10426777644701707,0.2588550366550076,159,9
861,GO:0045732,Positive Regulation Of Protein Catabolic Process,1.8358826724606192,0.10426777644701707,0.2588550366550076,159,9
862,GO:0032940,Secretion By Cell,1.726291806020067,0.10485351606637607,0.25989680912777485,206,11
863,GO:0010021,Amylopectin Biosynthetic Process,2.779999014001183,0.10493030050766239,0.25989680912777485,36,3
864,GO:0048578,"Positive Regulation Of Long-day Photoperiodism, Flowering",1.6173490364593694,0.10539940205112487,0.2607569021842858,259,13
865,GO:0006446,Regulation Of Translational Initiation,2.3081402786946486,0.10646799443614144,0.26279297357940334,57,4
866,GO:0009415,Response To Water,2.3081402786946486,0.10646799443614144,0.26279297357940334,57,4
867,GO:0009832,Plant-type Cell Wall Biogenesis,1.6042773947973128,0.10726837320393567,0.26355260465720126,261,13
868,GO:0006413,Translational Initiation,1.6042773947973128,0.10726837320393567,0.26355260465720126,261,13
869,GO:0032499,Detection Of Peptidoglycan,1.6042773947973128,0.10726837320393567,0.26355260465720126,261,13
870,GO:0002752,Cell Surface Pattern Recognition Receptor Signaling Pathway,1.6042773947973128,0.10726837320393567,0.26355260465720126,261,13
871,GO:0046345,Abscisic Acid Catabolic Process,1.8950472264660383,0.10858614420194979,0.2661790934618242,120,7
872,GO:1905499,Trichome Papilla Formation,1.8950472264660383,0.10858614420194979,0.2661790934618242,120,7
873,GO:0002220,Innate Immune Response Activating Cell Surface Receptor Signaling Pathway,3.8220384928164814,0.10990393264906365,0.2675704389863438,18,2
874,GO:0019441,Tryptophan Catabolic Process To Kynurenine,3.8220384928164814,0.10990393264906365,0.2675704389863438,18,2
875,GO:0033614,Chloroplast Proton-transporting ATP Synthase Complex Assembly,3.8220384928164814,0.10990393264906365,0.2675704389863438,18,2
876,GO:1900706,Positive Regulation Of Siderophore Biosynthetic Process,3.8220384928164814,0.10990393264906365,0.2675704389863438,18,2
877,GO:0009612,Response To Mechanical Stimulus,1.6830597826086957,0.10956091155265177,0.2675704389863438,211,11
878,GO:1901485,Positive Regulation Of Transcription Factor Catabolic Process,3.8220384928164814,0.10990393264906365,0.2675704389863438,18,2
879,GO:0051028,MRNA Transport,1.5850605192064802,0.1103765570364854,0.26811104660394863,264,13
880,GO:0032491,Detection Of Molecule Of Fungal Origin,1.5850605192064802,0.1103765570364854,0.26811104660394863,264,13
881,GO:0006897,Endocytosis,0.475365236484602,0.110504231202608,0.26811684214691733,326,5
882,GO:0032436,Positive Regulation Of Proteasomal Ubiquitin-dependent Protein Catabolic Process,1.674671479558728,0.11065618852781599,0.2681814761602788,212,11
883,GO:0071368,Cellular Response To Cytokinin Stimulus,2.6982104121475055,0.11163454411024094,0.2687618673716251,37,3
884,GO:0071483,Cellular Response To Blue Light,2.6982104121475055,0.11163454411024094,0.2687618673716251,37,3
885,GO:0071277,Cellular Response To Calcium Ion,2.265376849591658,0.1116492056511097,0.2687618673716251,58,4
886,GO:0046653,Tetrahydrofolate Metabolic Process,2.265376849591658,0.1116492056511097,0.2687618673716251,58,4
887,GO:0009715,Chalcone Biosynthetic Process,2.265376849591658,0.1116492056511097,0.2687618673716251,58,4
888,GO:0006465,Signal Peptide Processing,2.265376849591658,0.1116492056511097,0.2687618673716251,58,4
889,GO:0006636,Unsaturated Fatty Acid Biosynthetic Process,1.6581428035982009,0.11299784986523934,0.27170269518158674,214,11
890,GO:0009116,Nucleoside Metabolic Process,2.012165519604763,0.11453863699084123,0.2747900035430496,81,5
891,GO:0071836,Nectar Secretion,2.012165519604763,0.11453863699084123,0.2747900035430496,81,5
892,GO:0007346,Regulation Of Mitotic Cell Cycle,0.5339875135722041,0.11629564582785953,0.2786928130701225,407,7
893,GO:2000026,Regulation Of Multicellular Organismal Development,2.2241684542742313,0.11694002726138292,0.2799235551894401,59,4
894,GO:0002221,Pattern Recognition Receptor Signaling Pathway,1.830194326122665,0.11830555506075456,0.28287585232403883,124,7
895,GO:0045595,Regulation Of Cell Differentiation,0.45559023434495544,0.1191032354577212,0.2841481871566593,272,4
896,GO:0009828,Plant-type Cell Wall Loosening,0.45559023434495544,0.1191032354577212,0.2841481871566593,272,4
897,GO:0017183,Peptidyl-diphthamide Biosynthetic Process From Peptidyl-histidine,3.5971808078069936,0.12035575020510728,0.28586160426074314,19,2
898,GO:0006021,Inositol Biosynthetic Process,3.5971808078069936,0.12035575020510728,0.28586160426074314,19,2
899,GO:0010438,Cellular Response To Sulfur Starvation,3.5971808078069936,0.12035575020510728,0.28586160426074314,19,2
900,GO:1901696,Cannabinoid Biosynthetic Process,3.5971808078069936,0.12035575020510728,0.28586160426074314,19,2
901,GO:0016125,Sterol Metabolic Process,1.610454805491991,0.12120680582911811,0.2875638187076638,220,11
902,GO:0009615,Response To Virus,1.412120245949833,0.12227558745978967,0.2892849313613023,499,22
903,GO:0016559,Peroxisome Fission,2.184431787360998,0.12233778639344793,0.2892849313613023,60,4
904,GO:0006086,Acetyl-CoA Biosynthetic Process From Pyruvate,2.184431787360998,0.12233778639344793,0.2892849313613023,60,4
905,GO:0034605,Cellular Response To Heat,1.371876998163889,0.12262505397705922,0.2896441672305814,583,25
906,GO:0061077,Chaperone-mediated Protein Folding,1.595161498042448,0.12432834427570164,0.29334361273429055,222,11
907,GO:0010041,Response To Iron(III) Ion,2.146089389462264,0.12783973040767907,0.3012962809167766,61,4
908,GO:0000079,Regulation Of Cyclin-dependent Protein Serine/threonine Kinase Activity,0.41255056575013194,0.12812754110925786,0.30164239601079407,225,3
909,GO:0045995,Regulation Of Embryonic Development,0.4016725653613426,0.1291606654182313,0.3037404659285879,231,3
910,GO:0008285,Negative Regulation Of Cell Population Proliferation,0.3981726869753843,0.1299356117228371,0.3052274523456327,233,3
911,GO:0051131,Chaperone-mediated Protein Complex Assembly,0.3947331513202184,0.1309216637545404,0.30547178332446767,235,3
912,GO:1902600,Proton Transmembrane Transport,0.3947331513202184,0.1309216637545404,0.30547178332446767,235,3
913,GO:0042593,Glucose Homeostasis,3.3973073100207825,0.13103883041675762,0.30547178332446767,20,2
914,GO:0048461,Flower Structural Organization,3.3973073100207825,0.13103883041675762,0.30547178332446767,20,2
915,GO:0009052,"Pentose-phosphate Shunt, Non-oxidative Branch",3.3973073100207825,0.13103883041675762,0.30547178332446767,20,2
916,GO:0006527,Arginine Catabolic Process,3.3973073100207825,0.13103883041675762,0.30547178332446767,20,2
917,GO:0098656,Anion Transmembrane Transport,2.0392944369063772,0.13020394542352604,0.30547178332446767,96,6
918,GO:0006598,Polyamine Catabolic Process,2.479370639620097,0.13267208474500472,0.3082717278548427,40,3
919,GO:0045014,Carbon Catabolite Repression Of Transcription By Glucose,2.479370639620097,0.13267208474500472,0.3082717278548427,40,3
920,GO:0046208,Spermine Catabolic Process,2.479370639620097,0.13267208474500472,0.3082717278548427,40,3
921,GO:0072593,Reactive Oxygen Species Metabolic Process,1.4783088781115454,0.13306131086105633,0.30884078659724573,369,17
922,GO:0045814,"Negative Regulation Of Gene Expression, Epigenetic",0.23133776792313376,0.13550797483884952,0.31181404962918063,133,1
923,GO:0071217,Cellular Response To External Biotic Stimulus,0.33924279389175027,0.13544773280149125,0.31181404962918063,182,2
924,GO:0048358,Mucilage Pectin Biosynthetic Process,0.33924279389175027,0.13544773280149125,0.31181404962918063,182,2
925,GO:0010235,Guard Mother Cell Cytokinesis,0.33924279389175027,0.13544773280149125,0.31181404962918063,182,2
926,GO:0006310,DNA Recombination,0.23490097977902855,0.13523449506339746,0.31181404962918063,131,1
927,GO:0040020,Regulation Of Meiotic Nuclear Division,0.3430606022764307,0.13501003792825697,0.31181404962918063,180,2
928,GO:1902806,Regulation Of Cell Cycle G1/S Phase Transition,0.34500186077711564,0.13489640937883457,0.31181404962918063,179,2
929,GO:0010272,Response To Silver Ion,0.33924279389175027,0.13544773280149125,0.31181404962918063,182,2
930,GO:0009567,Double Fertilization Forming A Zygote And Endosperm,1.4534552023429017,0.13733178072303043,0.3156713327038508,375,17
931,GO:0009060,Aerobic Respiration,0.3300594169664378,0.1377456302255594,0.31614994033534266,187,2
932,GO:0006400,TRNA Modification,0.22288489308250747,0.13783546464153024,0.31614994033534266,138,1
933,GO:0045040,Protein Insertion Into Mitochondrial Outer Membrane,1.9524466641646698,0.1383262213338659,0.3169358818570375,100,6
